"Tour_type","Tournament_Name","Player_Name","Course","Round","Hole","Hole_Par","Hole_Score","Yardage","Shot","Shot.Type.S.P.D.","Nbr_of_strokes","Shot_Location_Start","Shot_Location_End","Laser_Location_Start","Laser_Location_End","Distance","Distance_to_Pin","Distance_From_Center","Distance_From_Edge","In_Hole","Around_Green","First_Putt_Flag","Hole_Distance_After_Shot","Lie","Elevation","Slope","Time","X","Y","Z","Par_Made_Hole","Shots_Left_Hole","Exp_Strokes_B","Exp_Strokes_A","Strokes_Gained"
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"9",5,4,600,3,"S",1,"Primary Rough","Green","Right Rough","Unknown",418,342,34,206,"N","N","",81,"Unknown","With","Downhill",1403,9839.48,9566.51,482.733,1,1,0.900236771903007,0.900236771903007,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"9",5,4,600,4,"S",1,"Green","","Unknown","",81,81,0,0,"Y","N","Y",0,"Good","With","Level",1406,9839.48,9566.51,482.733,1,0,0.900236771903007,0,-0.0997632280969931
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"10",4,4,469,1,"S",1,"Tee Box","Intermediate Rough","","Right Intermediate",9911,16956,453,58,"N","N","",7006,"Good","With","Level",1410,11072.6,9953.11,506.203,1,3,3.09188872220253,2.43672504837841,-0.344836326175876
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"10",4,4,469,2,"S",1,"Intermediate Rough","Green Side Bunker","Right Intermediate","Right Front Green Side Bunker",5929,7006,205,234,"N","Y","",1087,"Unknown","With","Level",1415,11558.74,9866.53,523.422,1,2,2.43672504837841,0.935626628912535,0.501098419465874
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"10",4,4,469,3,"S",1,"Green Side Bunker","Green","Right Front Green Side Bunker","Unknown",1213,1087,3,116,"N","N","",123,"Good","With","Level",1418,11659.35,9860.98,531.065,1,1,0.935626628912535,0.935626628912535,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"10",4,4,469,4,"S",1,"Green","","Unknown","",123,123,0,0,"Y","N","Y",0,"Good","With","Level",1422,11659.35,9860.98,531.065,1,0,0.935626628912535,0,-0.0643733710874645
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"11",3,3,197,1,"S",1,"Tee Box","Green","","Unknown",6986,7308,234,218,"N","N","",415,"Good","With","Level",1424,12197.23,9866.46,545.903,1,2,0.986515978343071,1.02235948843195,-1.03584351008888
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"11",3,3,197,2,"S",1,"Green","Green","Unknown","Unknown",423,415,16,305,"N","N","Y",14,"Good","With","Level",1429,12217.69,9837.83,547.038,1,1,1.02235948843195,1.02235948843195,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"11",3,3,197,3,"S",1,"Green","","Unknown","",14,14,0,0,"Y","N","",0,"Good","With","Level",1429,12217.69,9837.83,547.038,1,0,1.02235948843195,0,0.0223594884319525
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"12",4,6,391,1,"S",1,"Tee Box","Unknown","","Unknown",11075,13932,2273,1976,"N","N","",3694,"Good","With","Level",1432,11363.11,9833.61,526.49,0,6,1.54949123216774,1.55220678950491,-1.00271555733717
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"12",4,6,391,2,"D",0,"Unknown","Unknown","Unknown","Unknown",49,3694,2322,2024,"N","N","",3718,"Unknown","Unknown","Unknown",1439,11362.68,9837.71,526.49,0,5,1.55220678950491,2.87942963443096,-2.32722284492605
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"12",4,6,391,3,"S",1,"Primary Rough","Primary Rough","Unknown","Right Rough",4026,3718,1173,1304,"N","Y","",1507,"Unknown","With","Level",1440,11036.24,9763.23,505.136,0,4,2.87942963443096,1.642577913457,0.236851720973966
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"12",4,6,391,4,"S",1,"Primary Rough","Primary Rough","Right Rough","Right Rough",729,1507,755,1304,"N","Y","",831,"Unknown","With","Level",1443,11083.55,9725.29,509.202,0,3,1.642577913457,0.917050288102452,-0.274472374645455
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"12",4,6,391,5,"S",1,"Primary Rough","Green","Right Rough","Unknown",759,831,49,1016,"N","N","",86,"Unknown","With","Uphill",1443,11103,9665.09,509.647,0,2,0.917050288102452,0.887492565267294,-0.970442277164842
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"12",4,6,391,6,"S",1,"Green","Green","Unknown","Unknown",106,86,24,954,"N","N","Y",22,"Good","With","Level",1445,11108.82,9658.46,509.561,0,1,0.887492565267294,0.887492565267294,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"12",4,6,391,7,"S",1,"Green","","Unknown","",22,22,0,0,"Y","N","",0,"Good","With","Level",1445,11108.82,9658.46,509.561,0,0,0.887492565267294,0,-0.112507434732706
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"13",4,3,476,1,"S",1,"Tee Box","Primary Rough","","Right Rough",10722,17136,607,155,"N","N","",6583,"Good","With","Level",1448,11695.47,9383.96,524.564,1,2,2.73694150196731,1.14912297129068,0.587818530676631
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"13",4,3,476,2,"S",1,"Primary Rough","Fairway","Right Rough","Right Fairway",5964,6583,67,41,"N","Y","",633,"Unknown","With","Level",1452,12183.43,9474.85,549.334,1,1,1.14912297129068,1.14912297129068,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"13",4,3,476,3,"S",1,"Fairway","","Right Fairway","",633,633,0,0,"Y","N","",0,"Good","With","Uphill",1455,12183.43,9474.85,549.334,1,0,1.14912297129068,0,0.14912297129068
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"14",4,4,442,1,"S",1,"Tee Box","Fairway","","Right Fairway",11569,16344,78,304,"N","N","",4790,"Good","With","Level",1459,11307.44,9302.9,509.945,1,3,2.74402541321579,1.0880809208154,0.655944492400394
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"14",4,4,442,2,"S",1,"Fairway","Green","Right Fairway","Unknown",4410,4790,212,264,"N","N","",436,"Good","With","Level",1505,10940.05,9310.25,503.765,1,2,1.0880809208154,0.780508355800301,-0.6924274349849
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"14",4,4,442,3,"S",1,"Green","Green","Unknown","Unknown",446,436,8,136,"N","N","Y",7,"Good","With","Level",1509,10908,9291.54,504.75,1,1,0.780508355800301,0.780508355800301,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"14",4,4,442,4,"S",1,"Green","","Unknown","",7,7,0,0,"Y","N","",0,"Good","With","Level",1509,10908,9291.54,504.75,1,0,0.780508355800301,0,-0.219491644199699
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"15",5,4,525,1,"S",1,"Tee Box","Fairway","","Left Fairway",10964,18576,348,77,"N","N","",7666,"Good","With","Level",1513,11621.89,8987.64,507.905,1,3,3.14202540873369,0.936442763734547,1.20558264499914
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"15",5,4,525,2,"S",1,"Fairway","Green","Left Fairway","Unknown",7561,7666,80,129,"N","N","",143,"Good","With","Uphill",1518,12166.51,8674.03,553.423,1,2,0.936442763734547,0.927971588800403,-0.991528825065856
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"15",5,4,525,3,"S",1,"Green","Green","Unknown","Unknown",153,143,8,161,"N","N","Y",13,"Good","With","Level",1524,12171.32,8662.24,553.526,1,1,0.927971588800403,0.927971588800403,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"15",5,4,525,4,"S",1,"Green","","Unknown","",13,13,0,0,"Y","N","",0,"Good","With","Level",1524,12171.32,8662.24,553.526,1,0,0.927971588800403,0,-0.0720284111995966
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"16",4,4,481,1,"S",1,"Tee Box","Primary Rough","","Left Rough",11878,17784,621,208,"N","N","",5940,"Good","With","Level",1527,11215.64,8465.31,499.913,1,3,3.05427073496143,0.96624676425056,1.08802397071087
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"16",4,4,481,2,"S",1,"Primary Rough","Green","Left Rough","Unknown",5792,5940,275,243,"N","N","",331,"Unknown","With","Level",1533,10747.98,8583.56,483.868,1,2,0.96624676425056,0.970259369206227,-1.00401260495567
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"16",4,4,481,3,"S",1,"Green","Green","Unknown","Unknown",293,331,32,181,"N","N","Y",37,"Good","With","Level",1538,10732.37,8564.74,483.802,1,1,0.970259369206227,0.970259369206227,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"16",4,4,481,4,"S",1,"Green","","Unknown","",37,37,0,0,"Y","N","",0,"Good","With","Level",1539,10732.37,8564.74,483.802,1,0,0.970259369206227,0,-0.0297406307937731
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"17",4,3,470,1,"S",1,"Tee Box","Fairway","","Right Fairway",9793,16092,109,417,"N","N","",6328,"Good","With","Level",1541,10605.16,9122.85,477.612,1,2,3.1167134801619,0.807238875336783,1.30947460482512
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"17",4,3,470,2,"S",1,"Fairway","Green","Right Fairway","Unknown",6384,6328,73,205,"N","N","",87,"Good","Above Ball","Level",1548,10641.26,9653.58,479.943,1,1,0.807238875336783,0.807238875336783,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"17",4,3,470,3,"S",1,"Green","","Unknown","",87,87,0,0,"Y","N","Y",0,"Good","With","Level",1553,10641.26,9653.58,479.943,1,0,0.807238875336783,0,-0.192761124663217
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"18",3,3,235,1,"S",1,"Tee Box","Green","","Unknown",8887,8568,426,57,"N","N","",514,"Good","With","Level",1556,10106.55,9875.03,495.846,1,2,1.03796988653555,0.966619125564932,-0.928649239029383
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"18",3,3,235,2,"S",1,"Green","Green","Unknown","Unknown",498,514,28,303,"N","N","Y",27,"Good","With","Level",1602,10127.5,9839.19,494.7,1,1,0.966619125564932,0.966619125564932,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Gary Woodland","East Lake GC",2,"18",3,3,235,3,"S",1,"Green","","Unknown","",27,27,0,0,"Y","N","",0,"Good","With","Level",1602,10127.5,9839.19,494.7,1,0,0.966619125564932,0,-0.0333808744350677
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"1",4,4,424,1,"S",1,"Tee Box","Fairway","","Left Fairway",10777,14868,33,374,"N","N","",4120,"Good","With","Level",1416,9079.32,9811.46,480.717,1,3,3.02174768982763,1.25137622410073,0.770371465726893
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"1",4,4,424,2,"S",1,"Fairway","Green","Left Fairway","Unknown",3963,4120,195,138,"N","N","",253,"Good","With","Level",1422,8749.92,9822.65,501.544,1,2,1.25137622410073,1.08471327455804,-0.833337050457302
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"1",4,4,424,3,"S",1,"Green","Green","Unknown","Unknown",284,253,32,99,"N","N","Y",31,"Good","With","Level",1424,8737.43,9842.73,501.831,1,1,1.08471327455804,1.08471327455804,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"1",4,4,424,4,"S",1,"Green","","Unknown","",31,31,0,0,"Y","N","",0,"Good","With","Level",1427,8737.43,9842.73,501.831,1,0,1.08471327455804,0,0.0847132745580372
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"2",3,4,214,1,"S",1,"Tee Box","Green Side Bunker","","Front Center Green Side Bunker",6311,6696,207,275,"N","Y","",447,"Good","With","Level",1429,9141.65,10001.71,483.033,0,3,2.61394666324884,1.04579749760202,0.568149165646817
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"2",3,4,214,2,"S",1,"Green Side Bunker","Green","Front Center Green Side Bunker","Unknown",918,447,109,311,"N","N","",518,"Good","With","Level",1433,9215.31,10021.02,490.686,0,2,1.04579749760202,0.979098680502383,-0.933301182900364
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"2",3,4,214,3,"S",1,"Green","Green","Unknown","Unknown",516,518,40,137,"N","N","Y",38,"Good","With","Level",1435,9172.32,10019.26,489.86,0,1,0.979098680502383,0.979098680502383,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"2",3,4,214,4,"S",1,"Green","","Unknown","",38,38,0,0,"Y","N","",0,"Good","With","Level",1437,9172.32,10019.26,489.86,0,0,0.979098680502383,0,-0.0209013194976169
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"3",4,4,387,1,"S",1,"Tee Box","Fairway","","Left Fairway",10061,13716,197,274,"N","N","",3705,"Good","With","Level",1439,8453.55,10045.31,507.898,1,3,3.05803190851642,1.02619610348093,1.0318358050355
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"3",4,4,387,2,"S",1,"Fairway","Intermediate Rough","Left Fairway","Right Intermediate",3294,3705,190,17,"N","Y","",449,"Good","With","Level",1444,8180.52,10070.23,520.922,1,2,1.02619610348093,0.938090758898042,-0.911894655417115
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"3",4,4,387,3,"S",1,"Intermediate Rough","Green","Right Intermediate","Unknown",416,449,11,143,"N","N","",33,"Good","With","Level",1446,8150.69,10087.86,522.039,1,1,0.938090758898042,0.938090758898042,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"3",4,4,387,4,"S",1,"Green","","Unknown","",33,33,0,0,"Y","N","Y",0,"Good","With","Level",1448,8150.69,10087.86,522.039,1,0,0.938090758898042,0,-0.0619092411019579
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"4",4,4,440,1,"S",1,"Tee Box","Fairway","","Right Fairway",11841,16200,215,144,"N","N","",4338,"Good","With","Level",1450,8113.11,9159.16,514.792,1,3,2.62439879492574,1.05308561895764,0.571313175968097
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"4",4,4,440,2,"S",1,"Fairway","Green","Right Fairway","Unknown",4113,4338,143,333,"N","N","",263,"Good","With","Level",1456,8129.11,8817.05,529.246,1,2,1.05308561895764,1.13654025014545,-1.08345463118781
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"4",4,4,440,3,"S",1,"Green","Green","Unknown","Unknown",284,263,1,123,"N","N","Y",18,"Good","With","Level",1504,8141.84,8797.15,530.18,1,1,1.13654025014545,1.13654025014545,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"4",4,4,440,4,"S",1,"Green","","Unknown","",18,18,0,0,"Y","N","",0,"Good","With","Level",1504,8141.84,8797.15,530.18,1,0,1.13654025014545,0,0.136540250145451
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"5",4,5,520,1,"S",1,"Tee Box","Primary Rough","","Left Rough",12158,19260,1061,534,"N","N","",7355,"Good","With","Level",1506,9203.28,8692.27,485.802,0,4,3.50542519329728,2.25602910449594,0.249396088801334
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"5",4,5,520,2,"S",1,"Native Area","Primary Rough","Left Rough","Left Rough",5428,7355,445,197,"N","Y","",1937,"Unknown","With","Level",1513,9639.45,8572.66,479.795,0,3,2.25602910449594,0.929362366453915,0.326666738042026
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"5",4,5,520,3,"S",1,"Primary Rough","Primary Rough","Left Rough","Left Rough",2269,1937,62,136,"N","Y","",351,"Unknown","With","Level",1516,9818.98,8513.53,484.62,0,2,0.929362366453915,0.777896435896849,-0.848534069442934
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"5",4,5,520,4,"S",1,"Primary Rough","Green","Left Rough","Unknown",249,351,6,88,"N","N","",103,"Unknown","With","Level",1518,9798.27,8511.94,485.253,0,1,0.777896435896849,0.777896435896849,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"5",4,5,520,5,"S",1,"Green","","Unknown","",103,103,0,0,"Y","N","Y",0,"Good","With","Level",1520,9798.27,8511.94,485.253,0,0,0.777896435896849,0,-0.222103564103151
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"6",3,3,209,1,"S",1,"Tee Box","Green","","Unknown",7001,7272,172,0,"N","N","",349,"Good","With","Level",1524,9859.09,8785.35,474.975,1,2,1.23495826556584,1.04296541964219,-0.80800715407635
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"6",3,3,209,2,"S",1,"Green","Green","Unknown","Unknown",339,349,3,0,"N","N","Y",10,"Good","With","Level",1530,9856.04,8813.45,475.444,1,1,1.04296541964219,1.04296541964219,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"6",3,3,209,3,"S",1,"Green","","Unknown","",10,10,0,0,"Y","N","",0,"Good","With","Level",1530,9856.04,8813.45,475.444,1,0,1.04296541964219,0,0.042965419642192
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"7",4,4,434,1,"S",1,"Tee Box","Fairway","","Left Fairway",9371,15408,538,78,"N","N","",5940,"Good","With","Level",1533,8966.56,8958.13,496.443,1,3,3.26673368215745,0.982242529798202,1.28449115235924
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"7",4,4,434,2,"S",1,"Fairway","Green","Left Fairway","Unknown",6313,5940,337,298,"N","N","",515,"Good","With","Level",1537,8452.62,8848.89,523.29,1,2,0.982242529798202,1.01224298939477,-1.03000045959657
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"7",4,4,434,3,"S",1,"Green","Green","Unknown","Unknown",493,515,26,178,"N","N","Y",25,"Good","With","Level",1543,8477.27,8881.69,522.158,1,1,1.01224298939477,1.01224298939477,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"7",4,4,434,4,"S",1,"Green","","Unknown","",25,25,0,0,"Y","N","",0,"Good","With","Level",1544,8477.27,8881.69,522.158,1,0,1.01224298939477,0,0.0122429893947695
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"8",4,3,405,1,"S",1,"Tee Box","Fairway","","Right Fairway",10558,14868,147,244,"N","N","",4451,"Good","With","Level",1548,8419.35,9435.44,526.475,1,2,2.94903512445139,1.08105094175528,0.867984182696112
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"8",4,3,405,2,"S",1,"Fairway","Green","Right Fairway","Unknown",4432,4451,5,143,"N","N","",20,"Good","With","Level",1552,8204.18,9735.66,523.177,1,1,1.08105094175528,1.08105094175528,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"8",4,3,405,3,"S",1,"Green","","Unknown","",20,20,0,0,"Y","N","Y",0,"Good","With","Level",1554,8204.18,9735.66,523.177,1,0,1.08105094175528,0,0.0810509417552812
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"9",5,4,600,1,"S",1,"Tee Box","Fairway","","Right Fairway",12412,21600,437,247,"N","N","",9235,"Good","With","Level",1558,9076.42,9558.18,485.34,1,3,3.23632244871253,0.777593883882833,1.4587285648297
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"9",5,4,600,2,"S",1,"Fairway","Green","Right Fairway","Unknown",9175,9235,320,148,"N","N","",319,"Good","With","Level",1603,9840.84,9542.32,482.77,1,2,0.777593883882833,0.921509938433488,-1.14391605455065
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"9",5,4,600,3,"S",1,"Green","Green","Unknown","Unknown",309,319,13,129,"N","N","Y",16,"Good","With","Level",1608,9847.04,9567.33,482.82,1,1,0.921509938433488,0.921509938433488,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"9",5,4,600,4,"S",1,"Green","","Unknown","",16,16,0,0,"Y","N","",0,"Good","With","Level",1609,9847.04,9567.33,482.82,1,0,0.921509938433488,0,-0.0784900615665123
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"10",4,4,469,1,"S",1,"Tee Box","Fairway","","Left Fairway",9966,16956,217,158,"N","N","",7036,"Good","With","Level",1613,11081.4,10008.44,505.114,1,3,3.07607199485743,0.895569215599959,1.18050277925747
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"10",4,4,469,2,"S",1,"Fairway","Green","Left Fairway","Unknown",6654,7036,89,202,"N","N","",390,"Good","With","Level",1618,11619.72,9877.75,529.674,1,2,0.895569215599959,0.87846946652,-0.982900250920041
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"10",4,4,469,3,"S",1,"Green","Green","Unknown","Unknown",399,390,39,237,"N","N","Y",37,"Good","With","Level",1622,11648.12,9860.42,530.83,1,1,0.87846946652,0.87846946652,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"10",4,4,469,4,"S",1,"Green","","Unknown","",37,37,0,0,"Y","N","",0,"Good","With","Level",1625,11648.12,9860.42,530.83,1,0,0.87846946652,0,-0.12153053348
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"11",3,3,197,1,"S",1,"Tee Box","Green","","Unknown",6985,7308,54,357,"N","N","",345,"Good","With","Level",1627,12192.78,9852.14,545.889,1,2,0.995652008624745,1.0418257179877,-1.04617370936295
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"11",3,3,197,2,"S",1,"Green","Green","Unknown","Unknown",360,345,2,310,"N","N","Y",10,"Good","With","Level",1631,12219.45,9838.41,547.034,1,1,1.0418257179877,1.0418257179877,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"11",3,3,197,3,"S",1,"Green","","Unknown","",10,10,0,0,"Y","N","",0,"Good","With","Level",1632,12219.45,9838.41,547.034,1,0,1.0418257179877,0,0.0418257179876989
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"12",4,4,391,1,"S",1,"Tee Box","Primary Rough","","Right Rough",8430,13932,1070,154,"N","N","",5573,"Good","With","Level",1636,11569.4,9719.96,525.375,1,3,2.93480808015635,0.94475819131096,0.990049888845395
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"12",4,4,391,2,"S",1,"Primary Rough","Green","Right Rough","Unknown",5431,5573,212,822,"N","N","",237,"Unknown","With","Level",1640,11119.05,9677.65,509.974,1,2,0.94475819131096,0.891822501750916,-0.947064310439956
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"12",4,4,391,3,"S",1,"Green","Green","Unknown","Unknown",252,237,7,964,"N","N","Y",11,"Good","With","Level",1644,11107.81,9659.95,509.585,1,1,0.891822501750916,0.891822501750916,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"12",4,4,391,4,"S",1,"Green","","Unknown","",11,11,0,0,"Y","N","",0,"Good","With","Level",1644,11107.81,9659.95,509.585,1,0,0.891822501750916,0,-0.108177498249084
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"13",4,4,476,1,"S",1,"Tee Box","Intermediate Rough","","Right Intermediate",10525,17136,505,77,"N","N","",6754,"Good","With","Level",1648,11679.98,9391.41,523.74,1,3,2.774731083351,0.954067666556725,0.82066341679428
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"13",4,4,476,2,"S",1,"Intermediate Rough","Green","Right Intermediate","Unknown",6361,6754,326,80,"N","N","",537,"Unknown","With","Level",1653,12198.63,9497.5,551.079,1,2,0.954067666556725,1.00726983193375,-1.05320216537703
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"13",4,4,476,3,"S",1,"Green","Green","Unknown","Unknown",517,537,36,249,"N","N","Y",34,"Good","With","Level",1658,12235.94,9475.95,551.7,1,1,1.00726983193375,1.00726983193375,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"13",4,4,476,4,"S",1,"Green","","Unknown","",34,34,0,0,"Y","N","",0,"Good","With","Level",1658,12235.94,9475.95,551.7,1,0,1.00726983193375,0,0.00726983193375474
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"14",4,4,442,1,"S",1,"Tee Box","Fairway","","Left Fairway",11432,16344,268,82,"N","N","",4927,"Good","With","Level",1701,11318.6,9274.1,510.774,1,3,2.92726957829404,1.05287691339893,0.874392664895112
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"14",4,4,442,2,"S",1,"Fairway","Green","Left Fairway","Unknown",4619,4927,81,304,"N","N","",325,"Good","With","Level",1707,10934.59,9299.27,504.047,1,2,1.05287691339893,0.79255447486242,-0.739677561463488
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"14",4,4,442,3,"S",1,"Green","Green","Unknown","Unknown",330,325,16,150,"N","N","Y",14,"Good","With","Level",1711,10908.4,9290.88,504.724,1,1,0.79255447486242,0.79255447486242,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"14",4,4,442,4,"S",1,"Green","","Unknown","",14,14,0,0,"Y","N","",0,"Good","With","Level",1711,10908.4,9290.88,504.724,1,0,0.79255447486242,0,-0.20744552513758
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"15",5,5,525,1,"S",1,"Tee Box","Fairway","","Left Fairway",10159,18576,257,175,"N","N","",8502,"Good","With","Level",1714,11553.9,9008.95,502.887,1,4,3.4089323436156,1.16155248771551,1.24737985590009
"PGA TOUR","TOUR Championship by Coca-Cola","Keegan Bradley","East Lake GC",2,"15",5,5,525,2,"S",1,"Fairway","Green","Left Fairway","Unknown",9188,8502,27,31,"N","N","",691,"Good","With","Level",1721,12214.82,8625.84,554.923,1,3,1.16155248771551,0.925427846684642,-0.763875358969131
