"Tour_type","Tournament_Name","Player_Name","Course","Round","Hole","Hole_Par","Hole_Score","Yardage","Shot","Shot.Type.S.P.D.","Nbr_of_strokes","Shot_Location_Start","Shot_Location_End","Laser_Location_Start","Laser_Location_End","Distance","Distance_to_Pin","Distance_From_Center","Distance_From_Edge","In_Hole","Around_Green","First_Putt_Flag","Hole_Distance_After_Shot","Lie","Elevation","Slope","Time","X","Y","Z","Par_Made_Hole","Shots_Left_Hole","Exp_Strokes_B","Exp_Strokes_A","Strokes_Gained"
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"1",4,4,424,1,"S",1,"Tee Box","Primary Rough","","Right Rough",10677,15444,562,126,"N","N","",4788,"Good","With","Level",1255,9093.97,9859.9,480.316,1,3,2.96358496643186,0.951067754881455,1.0125172115504
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"1",4,4,424,2,"S",1,"Primary Rough","Green","Right Rough","Unknown",4932,4788,232,25,"N","N","",281,"Unknown","With","Level",1300,8683.75,9868.71,503.745,1,2,0.951067754881455,0.817490961823073,-0.866423206941618
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"1",4,4,424,3,"S",1,"Green","Green","Unknown","Unknown",326,281,33,199,"N","N","Y",39,"Good","With","Level",1304,8697.45,9845.29,504.02,1,1,0.817490961823073,0.817490961823073,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"1",4,4,424,4,"S",1,"Green","","Unknown","",39,39,0,0,"Y","N","",0,"Good","With","Level",1305,8697.45,9845.29,504.02,1,0,0.817490961823073,0,-0.182509038176927
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"2",3,2,214,1,"S",1,"Tee Box","Green","","Unknown",7727,7812,214,347,"N","N","",231,"Good","With","Level",1307,9211.5,10024.61,490.756,1,1,1.01220797884391,1.01220797884391,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"2",3,2,214,2,"S",1,"Green","","Unknown","",231,231,0,0,"Y","N","Y",0,"Good","With","Level",1312,9211.5,10024.61,490.756,1,0,1.01220797884391,0,0.0122079788439118
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"3",4,4,387,1,"S",1,"Tee Box","Fairway","","Left Fairway",10069,13464,127,344,"N","N","",3440,"Good","With","Level",1315,8447.83,10051.84,507.876,1,3,3.06713866698303,0.988823312099647,1.07831535488339
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"3",4,4,387,2,"S",1,"Fairway","Green","Left Fairway","Unknown",3309,3440,15,32,"N","N","",132,"Good","With","Level",1320,8172.98,10069.28,521.344,1,2,0.988823312099647,1.03552006498303,-1.04669675288338
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"3",4,4,387,3,"S",1,"Green","Green","Unknown","Unknown",150,132,2,140,"N","N","Y",14,"Good","With","Level",1324,8160.52,10070.62,521.569,1,1,1.03552006498303,1.03552006498303,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"3",4,4,387,4,"S",1,"Green","","Unknown","",14,14,0,0,"Y","N","",0,"Good","With","Level",1324,8160.52,10070.62,521.569,1,0,1.03552006498303,0,0.0355200649830287
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"4",4,4,440,1,"S",1,"Tee Box","Primary Rough","","Left Rough",10216,15768,550,278,"N","N","",5727,"Good","With","Level",1326,8174.51,9313.66,514.103,1,3,2.93258022359454,1.12084994208183,0.811730281512712
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"4",4,4,440,2,"S",1,"Primary Rough","Green Side Bunker","Left Rough","Right Front Green Side Bunker",5513,5727,329,241,"N","Y","",418,"Unknown","With","Level",1331,8087.05,8862.78,523.628,1,2,1.12084994208183,0.938316106976968,-0.817466164895138
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"4",4,4,440,3,"S",1,"Green Side Bunker","Green","Right Front Green Side Bunker","Unknown",409,418,1,138,"N","N","",18,"Good","With","Level",1334,8113.73,8842.05,528.237,1,1,0.938316106976968,0.938316106976968,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"4",4,4,440,4,"S",1,"Green","","Unknown","",18,18,0,0,"Y","N","Y",0,"Good","With","Level",1334,8113.73,8842.05,528.237,1,0,0.938316106976968,0,-0.0616838930230319
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"5",4,5,520,1,"S",1,"Tee Box","Tree Outline","","Unknown",9468,18576,1210,793,"N","N","",9062,"Good","With","Level",1338,8962.09,8539.5,506.913,0,4,3.42692383513892,2.92724012305361,-0.500316287914696
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"5",4,5,520,2,"S",1,"Primary Rough","Primary Rough","Unknown","Right Rough",2394,9062,594,359,"N","N","",6697,"Unknown","With","Level",1342,9160.19,8557.87,492.604,0,3,2.92724012305361,1.98226843846577,-0.0550283154121587
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"5",4,5,520,3,"S",1,"Primary Rough","Fairway","Right Rough","Right Fairway",6148,6697,155,284,"N","Y","",560,"Unknown","With","Level",1344,9670.05,8508.7,482.259,0,2,1.98226843846577,1.27980338462475,-0.297534946158979
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"5",4,5,520,4,"S",1,"Fairway","Green","Right Fairway","Unknown",565,560,17,156,"N","N","",15,"Good","With","Level",1347,9716.62,8515.21,483.545,0,1,1.27980338462475,1.27980338462475,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"5",4,5,520,5,"S",1,"Green","","Unknown","",15,15,0,0,"Y","N","Y",0,"Good","With","Level",1348,9716.62,8515.21,483.545,0,0,1.27980338462475,0,0.279803384624753
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"6",3,3,209,1,"S",1,"Tee Box","Green","","Unknown",7743,7740,138,0,"N","N","",136,"Good","With","Level",1355,9825,8826.42,476.092,1,2,1.0433026501338,0.949345924155811,-0.906043274022009
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"6",3,3,209,2,"S",1,"Green","Green","Unknown","Unknown",177,136,38,0,"N","N","Y",40,"Good","With","Level",1400,9837.07,8834.87,476.169,1,1,0.949345924155811,0.949345924155811,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"6",3,3,209,3,"S",1,"Green","","Unknown","",40,40,0,0,"Y","N","",0,"Good","With","Level",1402,9837.07,8834.87,476.169,1,0,0.949345924155811,0,-0.0506540758441889
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"7",4,4,434,1,"S",1,"Tee Box","Fairway","","Right Fairway",9971,15804,110,200,"N","N","",5903,"Good","With","Level",1404,8922.89,9004.64,497.643,1,3,3.04188459841866,0.971524210744153,1.07036038767451
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"7",4,4,434,2,"S",1,"Fairway","Green","Right Fairway","Unknown",5846,5903,233,266,"N","N","",238,"Good","With","Uphill",1408,8459.03,8857.83,523.046,1,2,0.971524210744153,1.00743608920249,-1.03591187845834
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"7",4,4,434,3,"S",1,"Green","Green","Unknown","Unknown",268,238,18,205,"N","N","Y",33,"Good","With","Level",1414,8458.69,8835.54,523.43,1,1,1.00743608920249,1.00743608920249,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"7",4,4,434,4,"S",1,"Green","","Unknown","",33,33,0,0,"Y","N","",0,"Good","With","Level",1414,8458.69,8835.54,523.43,1,0,1.00743608920249,0,0.00743608920248873
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"8",4,4,405,1,"S",1,"Tee Box","Fairway","","Left Fairway",10186,14544,174,352,"N","N","",4326,"Good","With","Level",1418,8403.8,9402.72,525.815,1,3,2.86460701747238,0.966521913256484,0.898085104215898
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"8",4,4,405,2,"S",1,"Fairway","Green","Left Fairway","Unknown",4372,4326,225,303,"N","N","",228,"Good","With","Level",1422,8263.93,9739.14,522.152,1,2,0.966521913256484,1.00540604126125,-1.03888412800476
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"8",4,4,405,3,"S",1,"Green","Green","Unknown","Unknown",236,228,5,119,"N","N","Y",3,"Good","With","Level",1426,8283.27,9742.63,521.597,1,1,1.00540604126125,1.00540604126125,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"8",4,4,405,4,"S",1,"Green","","Unknown","",3,3,0,0,"Y","N","",0,"Good","With","Level",1426,8283.27,9742.63,521.597,1,0,1.00540604126125,0,0.00540604126124755
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"9",5,5,600,1,"S",1,"Tee Box","Fairway","","Right Fairway",11510,21168,360,299,"N","N","",9776,"Good","With","Level",1430,8984.12,9562.68,494.686,1,4,3.02032677985387,1.85516533188814,0.165161447965726
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"9",5,5,600,2,"S",1,"Fairway","Green Side Bunker","Right Fairway","Right Green Side Bunker",9914,9776,1058,129,"N","Y","",1059,"Good","With","Level",1435,9809.29,9525.21,477.173,1,3,1.85516533188814,1.2454668281535,-0.390301496265359
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"9",5,5,600,3,"S",1,"Green Side Bunker","Green","Right Green Side Bunker","Unknown",844,1059,226,255,"N","N","",231,"Good","With","Uphill",1440,9793.74,9593.69,481.089,1,2,1.2454668281535,1.30322496686366,-1.05775813871015
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"9",5,5,600,4,"S",1,"Green","Green","Unknown","Unknown",227,231,5,130,"N","N","Y",4,"Good","With","Level",1442,9796.97,9612.34,481.466,1,1,1.30322496686366,1.30322496686366,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"9",5,5,600,5,"S",1,"Green","","Unknown","",4,4,0,0,"Y","N","",0,"Good","With","Level",1442,9796.97,9612.34,481.466,1,0,1.30322496686366,0,0.303224966863656
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"10",4,4,469,1,"S",1,"Tee Box","Fairway","","Right Fairway",10707,16524,55,184,"N","N","",5813,"Good","With","Level",1448,11133.14,9972.55,507.33,1,3,3.17483207802893,0.754776172056093,1.42005590597284
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"10",4,4,469,2,"S",1,"Fairway","Green","Right Fairway","Unknown",6064,5813,305,110,"N","N","",388,"Good","With","Level",1453,11618.63,9834.3,530.928,1,2,0.754776172056093,0.877136741786765,-1.12236056973067
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"10",4,4,469,3,"S",1,"Green","Green","Unknown","Unknown",397,388,9,138,"N","N","Y",20,"Good","With","Level",1457,11603.01,9863.45,529.523,1,1,0.877136741786765,0.877136741786765,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"10",4,4,469,4,"S",1,"Green","","Unknown","",20,20,0,0,"Y","N","",0,"Good","With","Level",1458,11603.01,9863.45,529.523,1,0,0.877136741786765,0,-0.122863258213235
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"11",3,3,197,1,"S",1,"Tee Box","Green","","Unknown",6343,6444,22,153,"N","N","",121,"Good","With","Level",1500,12159.05,9878.32,544.258,1,2,1.05599221015731,1.0251532404084,-0.969161030251094
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"11",3,3,197,2,"S",1,"Green","Green","Unknown","Unknown",148,121,2,241,"N","N","Y",22,"Good","With","Level",1506,12170.11,9872.88,544.75,1,1,1.0251532404084,1.0251532404084,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"11",3,3,197,3,"S",1,"Green","","Unknown","",22,22,0,0,"Y","N","",0,"Good","With","Level",1506,12170.11,9872.88,544.75,1,0,1.0251532404084,0,0.0251532404084003
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"12",4,3,391,1,"S",1,"Tee Box","Primary Rough","","Left Rough",11869,14436,944,501,"N","N","",2899,"Good","With","Level",1510,11292.31,9578.9,508.79,1,2,2.8593075790055,0.995206099097473,0.86410147990803
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"12",4,3,391,2,"S",1,"Primary Rough","Green","Left Rough","Unknown",2822,2899,41,1248,"N","N","",79,"Unknown","With","Level",1515,11084.7,9689.28,510.326,1,1,0.995206099097473,0.995206099097473,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"12",4,3,391,3,"S",1,"Green","","Unknown","",79,79,0,0,"Y","N","Y",0,"Good","With","Level",1518,11084.7,9689.28,510.326,1,0,0.995206099097473,0,-0.00479390090252707
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"13",4,4,476,1,"S",1,"Tee Box","Fairway","","Right Fairway",10909,16848,310,170,"N","N","",6020,"Good","With","Level",1520,11719.69,9410.57,525.401,1,3,2.88395798588542,1.03817630037122,0.845781685514198
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"13",4,4,476,2,"S",1,"Fairway","Green","Right Fairway","Unknown",6309,6020,151,319,"N","N","",313,"Good","With","Uphill",1526,12234.44,9513.93,552.345,1,2,1.03817630037122,0.997732249486759,-0.95955594911554
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"13",4,4,476,3,"S",1,"Green","Green","Unknown","Unknown",318,313,8,220,"N","N","Y",9,"Good","With","Level",1530,12212.4,9499.19,551.373,1,1,0.997732249486759,0.997732249486759,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"13",4,4,476,4,"S",1,"Green","","Unknown","",9,9,0,0,"Y","N","",0,"Good","With","Level",1530,12212.4,9499.19,551.373,1,0,0.997732249486759,0,-0.00226775051324068
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"14",4,3,442,1,"S",1,"Tee Box","Tree Outline","","Unknown",11209,16272,1297,971,"N","N","",5208,"Good","With","Level",1533,11338.3,9185.35,513.679,1,2,2.83218422374132,1.05980321940881,0.772381004332505
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"14",4,3,442,2,"S",1,"Other","Green","Unknown","Unknown",5011,5208,51,287,"N","N","",223,"Unknown","Above Ball","Level",1539,10928.7,9266.32,504.851,1,1,1.05980321940881,1.05980321940881,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"14",4,3,442,3,"S",1,"Green","","Unknown","",223,223,0,0,"Y","N","Y",0,"Good","With","Level",1542,10928.7,9266.32,504.851,1,0,1.05980321940881,0,0.0598032194088134
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"15",5,5,525,1,"S",1,"Tee Box","Fairway","","Left Fairway",9727,19044,113,521,"N","N","",9283,"Good","With","Level",1546,11514.13,8992.7,500.966,1,4,3.42989251004339,1.00862811082169,1.42126439922171
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"15",5,5,525,2,"S",1,"Fairway","Green","Left Fairway","Unknown",8749,9283,175,234,"N","N","",598,"Good","Above Ball","Level",1552,12177.07,8693.8,553.484,1,3,1.00862811082169,1.11330756937288,-1.10467945855119
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"15",5,5,525,3,"S",1,"Green","Green","Unknown","Unknown",819,598,104,87,"N","N","Y",219,"Good","With","Level",1557,12216.37,8637.98,554.977,1,2,1.11330756937288,0.98217404963718,-0.868866480264302
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"15",5,5,525,4,"S",1,"Green","Green","Unknown","Unknown",268,219,16,153,"N","N","",45,"Good","With","Level",1559,12205.75,8657.65,554.768,1,1,0.98217404963718,0.98217404963718,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"15",5,5,525,5,"S",1,"Green","","Unknown","",45,45,0,0,"Y","N","",0,"Good","With","Level",1601,12205.75,8657.65,554.768,1,0,0.98217404963718,0,-0.0178259503628198
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"16",4,4,481,1,"S",1,"Tee Box","Primary Rough","","Left Rough",10964,17172,833,510,"N","N","",6285,"Good","With","Level",1603,11293.99,8441.04,506.192,1,3,2.97307834718104,1.06101940790471,0.912058939276323
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"16",4,4,481,2,"S",1,"Primary Rough","Green","Left Rough","Unknown",6418,6285,54,131,"N","N","",133,"Unknown","Below Ball","Downhill",1609,10776.87,8575.63,482.859,1,2,1.06101940790471,1.1036148073545,-1.04259539944978
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"16",4,4,481,3,"S",1,"Green","Green","Unknown","Unknown",155,133,3,144,"N","N","Y",17,"Good","With","Level",1614,10788.25,8569.48,482.676,1,1,1.1036148073545,1.1036148073545,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"16",4,4,481,4,"S",1,"Green","","Unknown","",17,17,0,0,"Y","N","",0,"Good","With","Level",1614,10788.25,8569.48,482.676,1,0,1.1036148073545,0,0.103614807354496
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"17",4,4,470,1,"S",1,"Tee Box","Primary Rough","","Right Rough",10986,16524,1095,666,"N","N","",5791,"Good","With","Level",1617,10693.67,9212.37,485.558,1,3,2.64653413926457,0.763448350865232,0.883085788399342
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"17",4,4,470,2,"S",1,"Primary Rough","Green","Right Rough","Unknown",5581,5791,376,157,"N","N","",404,"Unknown","With","Level",1623,10636.84,9673.94,480.594,1,2,0.763448350865232,1.08423019416765,-1.32078184330242
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"17",4,4,470,3,"S",1,"Green","Green","Unknown","Unknown",424,404,24,170,"N","N","Y",26,"Good","With","Level",1626,10603.54,9685.8,479.688,1,1,1.08423019416765,1.08423019416765,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"17",4,4,470,4,"S",1,"Green","","Unknown","",26,26,0,0,"Y","N","",0,"Good","With","Level",1626,10603.54,9685.8,479.688,1,0,1.08423019416765,0,0.0842301941676507
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"18",3,3,235,1,"S",1,"Tee Box","Green Side Bunker","","Front Left Green Side Bunker",7782,7992,482,177,"N","Y","",541,"Good","With","Level",1630,10180.42,9815.68,487.619,1,2,2.19572341052623,1.18086746326134,0.0148559472648984
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"18",3,3,235,2,"S",1,"Green Side Bunker","Green","Front Left Green Side Bunker","Unknown",549,541,11,199,"N","N","",12,"Good","With","Level",1633,10166.88,9859.07,492.917,1,1,1.18086746326134,1.18086746326134,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Phil Mickelson","East Lake GC",1,"18",3,3,235,3,"S",1,"Green","","Unknown","",12,12,0,0,"Y","N","Y",0,"Good","With","Level",1634,10166.88,9859.07,492.917,1,0,1.18086746326134,0,0.180867463261336
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"1",4,4,424,1,"S",1,"Tee Box","Fairway","","Left Fairway",9977,15444,412,6,"N","N","",5512,"Good","With","Level",1245,9148.35,9773.52,478.442,1,3,3.40639790442273,1.12537579042822,1.28102211399451
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"1",4,4,424,2,"S",1,"Fairway","Green","Left Fairway","Unknown",5493,5512,587,19,"N","N","",585,"Unknown","With","Level",1250,8692.03,9799.41,504.392,1,2,1.12537579042822,0.833358702673065,-0.70798291224485
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"1",4,4,424,3,"S",1,"Green","Green","Unknown","Unknown",591,585,3,184,"N","N","Y",2,"Good","With","Level",1253,8695.46,9848.58,503.967,1,1,0.833358702673065,0.833358702673065,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"1",4,4,424,4,"S",1,"Green","","Unknown","",2,2,0,0,"Y","N","",0,"Good","With","Level",1254,8695.46,9848.58,503.967,1,0,0.833358702673065,0,-0.166641297326935
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"2",3,3,214,1,"S",1,"Tee Box","Green","","Unknown",7998,7812,230,245,"N","N","",289,"Good","With","Level",1257,9233.74,10029.04,491.244,1,2,1.08105262124905,1.02902853660844,-0.947975915359387
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"2",3,3,214,2,"S",1,"Green","Green","Unknown","Unknown",327,289,25,119,"N","N","Y",33,"Good","With","Level",1303,9219.85,10005.59,490.665,1,1,1.02902853660844,1.02902853660844,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"2",3,3,214,3,"S",1,"Green","","Unknown","",33,33,0,0,"Y","N","",0,"Good","With","Level",1304,9219.85,10005.59,490.665,1,0,1.02902853660844,0,0.0290285366084402
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"3",4,4,387,1,"S",1,"Tee Box","Fairway","","Left Fairway",9360,13464,378,88,"N","N","",4202,"Good","With","Level",1306,8509.55,10029.2,507.041,1,3,2.77717721560739,1.10728605386175,0.669891161745644
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"3",4,4,387,2,"S",1,"Fairway","Green","Left Fairway","Unknown",4425,4202,98,206,"N","N","",246,"Good","With","Level",1310,8142.66,10063.12,522.13,1,2,1.10728605386175,1.03010617985818,-0.922820125996434
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"3",4,4,387,3,"S",1,"Green","Green","Unknown","Unknown",281,246,3,95,"N","N","Y",31,"Good","With","Level",1314,8164.68,10071.05,521.429,1,1,1.03010617985818,1.03010617985818,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"3",4,4,387,4,"S",1,"Green","","Unknown","",31,31,0,0,"Y","N","",0,"Good","With","Level",1315,8164.68,10071.05,521.429,1,0,1.03010617985818,0,0.0301061798581834
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"4",4,5,440,1,"S",1,"Tee Box","Primary Rough","","Right Rough",10191,15768,519,124,"N","N","",5529,"Good","With","Level",1317,8084.99,9300.03,511.005,0,4,2.92994935476175,1.53393175659463,0.396017598167123
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"4",4,5,440,2,"S",1,"Primary Rough","Green Side Bunker","Right Rough","Front Left Green Side Bunker",5116,5529,537,164,"N","Y","",732,"Unknown","With","Level",1322,8159.62,8880.53,525.233,0,3,1.53393175659463,0.919986965301057,-0.386055208706429
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"4",4,5,440,3,"S",1,"Green Side Bunker","Green","Front Left Green Side Bunker","Unknown",811,732,15,168,"N","N","",91,"Good","With","Level",1325,8111.99,8832.68,528.483,0,2,0.919986965301057,0.945253101911954,-1.0252661366109
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"4",4,5,440,4,"S",1,"Green","Green","Unknown","Unknown",128,91,10,143,"N","N","Y",32,"Good","With","Level",1327,8114.53,8843.04,528.222,0,1,0.945253101911954,0.945253101911954,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"4",4,5,440,5,"S",1,"Green","","Unknown","",32,32,0,0,"Y","N","",0,"Good","With","Level",1328,8114.53,8843.04,528.222,0,0,0.945253101911954,0,-0.0547468980880463
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"5",4,4,520,1,"S",1,"Tee Box","Fairway","","Right Fairway",10975,18576,57,288,"N","N","",7594,"Good","With","Level",1330,9091.97,8615.99,494.369,1,3,3.40870365249941,1.46187466878268,0.946828983716724
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"5",4,4,520,2,"S",1,"Fairway","Green","Right Fairway","Unknown",7433,7594,27,101,"N","N","",164,"Unknown","With","Level",1335,9702.77,8513.87,483.279,1,2,1.46187466878268,1.29227918448731,-0.830404515704622
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"5",4,4,520,3,"S",1,"Green","Green","Unknown","Unknown",160,164,4,166,"N","N","Y",6,"Good","With","Level",1340,9716.07,8514.19,483.538,1,1,1.29227918448731,1.29227918448731,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"5",4,4,520,4,"S",1,"Green","","Unknown","",6,6,0,0,"Y","N","",0,"Good","With","Level",1340,9716.07,8514.19,483.538,1,0,1.29227918448731,0,0.292279184487306
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"6",3,4,209,1,"S",1,"Tee Box","Green Side Bunker","","Left Green Side Bunker",7471,7740,601,0,"N","Y","",673,"Good","With","Level",1345,9809.02,8783.63,472.615,0,3,1.76715077120917,1.05153150405347,-0.284380732844302
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"6",3,4,209,2,"S",1,"Green Side Bunker","Green","Left Green Side Bunker","Unknown",544,673,108,0,"N","N","",130,"Good","With","Level",1351,9830.29,8823.55,475.906,0,2,1.05153150405347,0.962113074133772,-0.910581570080301
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"6",3,4,209,3,"S",1,"Green","Green","Unknown","Unknown",133,130,3,0,"N","N","Y",4,"Good","With","Level",1354,9834.12,8833.98,476.195,0,1,0.962113074133772,0.962113074133772,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"6",3,4,209,4,"S",1,"Green","","Unknown","",4,4,0,0,"Y","N","",0,"Good","With","Level",1354,9834.12,8833.98,476.195,0,0,0.962113074133772,0,-0.037886925866228
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"7",4,4,434,1,"S",1,"Tee Box","Primary Rough","","Left Rough",9793,15804,714,178,"N","N","",5805,"Good","With","Level",1355,8933.85,8935.77,497.93,1,3,3.18199407150612,1.04679875269187,1.13519531881425
