"Player_Name","Round","Hole","SG_Drive","SG_Approach","SG_Around_Green","SG_Putt","Total_Strokes_Gained"
"Aaron Baddeley",4,"7",-0.012960419548679,0.294809017126578,0,-0.281848597577899,0
"Aaron Baddeley",4,"8",0.508705218892833,0.2282626407497,0,0.263032140357467,1
"Aaron Baddeley",4,"9",0.556677240125189,-1.20172558726228,-0.690678050381088,0.335726397518178,-1
"Aaron Baddeley",4,"10",0.219098725538364,0.119245941766819,0,-0.338344667305183,0
"Aaron Baddeley",4,"11",-0.121969811883454,0,0,-0.878030188116546,-1
"Aaron Baddeley",4,"12",0.257233923625404,0.0579814837009054,0,-0.31521540732631,0
"Aaron Baddeley",4,"13",0.203304903093336,-0.113927047776242,0,-0.0893778553170939,0
"Aaron Baddeley",4,"14",0.279818580431048,-0.55567965637717,0,0.275861075946122,0
"Aaron Baddeley",4,"15",0.541007704303285,-0.607972387720718,-0.229142052523936,0.296106735941369,0
"Aaron Baddeley",4,"16",-0.545251756527807,-0.0303077861708516,0,-0.424440457301342,-1
"Aaron Baddeley",4,"17",0.293082936898291,0.424757470852367,0,0.282159592249342,1
"Aaron Baddeley",4,"18",0.300797814523454,0,0,-0.300797814523454,0
"Adam Scott",1,"1",0.0111303170600796,0.293996100215111,0,-0.305126417275191,0
"Adam Scott",1,"2",0.372578027879032,0,0,-0.372578027879032,0
"Adam Scott",1,"3",0.173593243304426,0.121396064902743,0,-0.29498930820717,0
"Adam Scott",1,"4",0.0879469564925097,0.256248751261336,0,-0.344195707753846,0
"Adam Scott",1,"5",-0.327249532963145,0.514094081388254,0,-1.18684454842511,-1
"Adam Scott",1,"6",0.390089101815401,0,0,-0.390089101815401,0
"Adam Scott",1,"7",0.199022774836284,0.250909958258681,0,0.550067266905035,1
"Adam Scott",1,"8",0.155053940955384,0.260156582982102,0,-0.415210523937486,0
"Adam Scott",1,"9",0.603373674256938,0.0170655372708701,-0.158247736952044,-0.462191474575764,0
"Adam Scott",1,"10",-0.636818816639722,0.173487536612778,0,0.463331280026944,0
"Adam Scott",1,"11",-0.212928567811715,-0.133413882712396,0,0.346342450524111,0
"Adam Scott",1,"12",0.125294544877325,0.323715993479647,0,-0.449010538356972,0
"Adam Scott",1,"13",-0.0925562842469763,0.299522129080458,0,-0.206965844833482,0
"Adam Scott",1,"14",0.389897149644027,0.123106756535259,0,0.486996093820713,1
"Adam Scott",1,"15",0.381190129748418,0.232464819524324,-0.168629062485829,-0.445025886786913,0
"Adam Scott",1,"16",0.071204986505323,0.238570872169429,0,-0.309775858674752,0
"Adam Scott",1,"17",0.369749361651329,0.020644326358074,0,0.609606311990597,1
"Adam Scott",1,"18",0.393793499758797,0,0,0.606206500241203,1
"Adam Scott",2,"1",-0.00077399568514025,0.0424739123504949,0,-1.04169991666535,-1
"Adam Scott",2,"2",-0.109863220454626,-0.219565752538112,0,0.329428972992739,0
"Adam Scott",2,"3",0.0407734583841348,0.395479405073346,0,0.563747136542519,1
"Adam Scott",2,"4",-0.11372440728544,-0.573111049295369,0,-0.313164543419192,-1
"Adam Scott",2,"5",-0.103021459354238,-0.115298569547073,-0.186346379711579,0.40466640861289,0
"Adam Scott",2,"6",-0.399683794226825,0,-0.0799322732023564,-0.520383932570819,-1
"Adam Scott",2,"7",0.141745629919543,0.558611351439881,0,0.299643018640575,1
"Adam Scott",2,"8",0.523699904276095,-0.175709706637729,0,0.652009802361634,1
"Adam Scott",2,"9",0.6671900093349,0.616138822123001,0,-0.2833288314579,1
"Adam Scott",2,"10",0.106198360823595,0.545356200856819,0,0.348445438319586,1
"Adam Scott",2,"11",0.379609117781346,0,0,-0.379609117781346,0
"Adam Scott",2,"12",0.255968586466147,0.383915478984979,0,0.360115934548874,1
"Adam Scott",2,"13",-0.00226720758963239,0.0698833305948106,0,-0.0676161230051782,0
"Adam Scott",2,"14",0.220586399415577,-0.125991200295975,0,-0.0945951991196028,0
"Adam Scott",2,"15",0.586694930637532,-0.731652336158694,-0.187624820220422,0.332582225741585,0
"Adam Scott",2,"16",-0.020193256246265,0.272975646443933,0,-0.252782390197668,0
"Adam Scott",2,"17",0.462927404855318,0.163074460232898,0,0.373998134911784,1
"Adam Scott",2,"18",0.589396118496186,0,0,0.410603881503814,1
"Adam Scott",3,"1",0.0716387971940322,0.281771577980416,0,-0.353410375174448,0
"Adam Scott",3,"2",0.294427644992814,0,0,-0.294427644992814,0
"Adam Scott",3,"3",-0.140658281805422,-0.626444534016488,0.0430722165939663,-0.275969400772057,-1
"Adam Scott",3,"4",0.383119704347,0.114142982590526,0,0.502737313062475,1
"Adam Scott",3,"5",-0.360030566815106,-0.396819281006401,0,-0.243150152178493,-1
"Adam Scott",3,"6",0.239444523507131,0,0,-0.239444523507131,0
"Adam Scott",3,"7",-0.151005179195201,-0.28962783290566,0.0570574244607356,0.383575587640126,0
"Adam Scott",3,"8",0.186534879851393,0.0374143590140077,-0.420266725590274,0.196317486724873,0
"Adam Scott",3,"9",0.795483553554309,-0.0711762445009623,0,0.275692690946654,1
"Adam Scott",3,"10",-0.0710252617937086,0.215604662644472,0,-0.144579400850763,0
"Adam Scott",3,"11",-0.648920256940376,0,-0.118285904969033,-0.232793838090591,-1
"Adam Scott",3,"12",0.253136573458609,0.04954442099858,0,-0.302680994457189,0
"Adam Scott",3,"13",-0.106794436616262,0.129388886493907,0,-0.0225944498776456,0
"Adam Scott",3,"14",-0.222504459535152,-0.822739107240386,0,-0.954756433224462,-2
"Adam Scott",3,"15",0.484237919275663,-0.777390975612405,0,0.293153056336742,0
"Adam Scott",3,"16",0.0492241793413388,0.0434390741082262,0,-0.0926632534495651,0
"Adam Scott",3,"17",-0.879214684448119,0.400098578242253,0,-0.594060429795088,-1.07317653600095
"Adam Scott",3,"18",0.315016516145777,0,0,-0.315016516145777,0
"Adam Scott",4,"1",-0.101451420028386,0.310289583431195,0,-0.20883816340281,0
"Adam Scott",4,"2",0.250697773259146,0,0,-0.250697773259146,0
"Adam Scott",4,"3",0.103860929746999,0.223945160807573,0,-0.327806090554572,0
"Adam Scott",4,"4",0.0155580428916391,0.32489610655037,0,-0.340454149442009,0
"Adam Scott",4,"5",-0.0806145729967658,0.412701764005387,0,-0.332087191008622,0
"Adam Scott",4,"6",0.24338926155362,0,0,-0.24338926155362,0
"Adam Scott",4,"7",-0.0399800838118587,-0.579135045405868,0,-0.380884870782273,-1
"Adam Scott",4,"8",0.0882525501717804,0.249131409352112,0,-0.337383959523892,0
"Adam Scott",4,"9",0.688286183874772,-0.180990621536352,0,0.49270443766158,1
"Adam Scott",4,"10",0.178300938286401,0.177396521490651,0,-0.355697459777052,0
"Adam Scott",4,"11",0.156374146846638,0,0,-0.156374146846638,0
"Adam Scott",4,"12",0.364455092006397,0.105202614238925,0,0.530342293754678,1
"Adam Scott",4,"13",0.244993483481902,-0.185873026980142,0,-0.05912045650176,0
"Adam Scott",4,"14",-0.0751227197048299,0.192525596646001,0,-0.117402876941171,0
"Adam Scott",4,"15",0.793117030306627,-0.0639289463566666,0,0.27081191605004,1
"Adam Scott",4,"16",0.0449398802808259,-0.554544948832929,0,0.509605068552103,0
"Adam Scott",4,"17",-0.140410713142717,0.445974247490406,0,-0.305563534347689,0
"Adam Scott",4,"18",0.310175456859324,0,0,-0.310175456859324,0
"Bill Haas",1,"1",0.178474619530208,0.0138745149068127,-0.536206467316573,0.343857332879552,0
"Bill Haas",1,"2",0.432112696332244,0,0,-0.432112696332244,0
"Bill Haas",1,"3",0.291706225992211,-0.487221347061499,0,0.195515121069288,0
"Bill Haas",1,"4",0.213069828618235,0.403752651911693,0,0.383177519470072,1
"Bill Haas",1,"5",-0.158719216957194,0.329289558460314,0,-0.170570341503119,0
"Bill Haas",1,"6",0.393074028814138,0,0,-0.393074028814138,0
"Bill Haas",1,"7",-0.0083581636083867,0.209096688586671,0,-0.200738524978284,0
"Bill Haas",1,"8",0.43082903214665,0.336166307833333,0,0.233004660020017,1
"Bill Haas",1,"9",0.498371460121128,0.0772344288298523,-0.594910414281382,0.0193045253304014,0
"Bill Haas",1,"10",-0.113971545675201,-0.492268627593546,0,-0.393759826731254,-1
"Bill Haas",1,"11",0.168641473629815,0,0,-0.168641473629815,0
"Bill Haas",1,"12",0.160975404462557,0.217750820333962,0,-0.378726224796519,0
"Bill Haas",1,"13",-0.35117597294382,-0.246697390558457,0.109079706091396,-0.511206342589119,-1
"Bill Haas",1,"14",0.362274853760494,0.252493417097696,0,0.38523172914181,1
"Bill Haas",1,"15",0.740415785504783,0.0988228793287722,-0.592394858266287,0.753156193432732,1
"Bill Haas",1,"16",0.195548724347689,0.109790588976308,0,-0.305339313323996,0
"Bill Haas",1,"17",-0.248634948305778,-0.29006459767067,0,-0.461300454023551,-1
"Bill Haas",1,"18",0.459258963738642,0,0,0.540741036261358,1
"Bill Haas",2,"1",0.133452928647734,-0.0533429068366018,-0.489465592156642,0.40935557034551,0
"Bill Haas",2,"2",-0.296348050859376,-0.176644625652521,0,-0.527007323488103,-1
"Bill Haas",2,"3",0.19284485054477,0.130680960784695,0,-0.323525811329465,0
"Bill Haas",2,"4",0.435772486627071,0.31748427756983,0,0.246743235803099,1
"Bill Haas",2,"5",-0.0123708420281599,0.413613687105848,0,0.598757154922312,1
"Bill Haas",2,"6",0.495903312088709,0,0,0.504096687911291,1
"Bill Haas",2,"7",0.0681420748027857,-0.366876109553083,0,0.298734034750297,0
"Bill Haas",2,"8",-0.222257526051544,-0.512906853132554,0,-0.264835620815903,-1
"Bill Haas",2,"9",0.466580753864295,-0.065428617506017,0,-0.401152136358278,0
"Bill Haas",2,"10",-0.56813490364096,0.00125391507669259,0,-0.433119011435733,-1
"Bill Haas",2,"11",0.379480425792396,0,0,-0.379480425792396,0
"Bill Haas",2,"12",0.13666066064627,0.375733633772654,0,-0.512394294418924,0
"Bill Haas",2,"13",-0.154310199246016,-0.0921237925057001,-0.0813607449419578,0.327794736693674,0
"Bill Haas",2,"14",0.402105687140232,0.294875464112484,0,0.303018848747283,1
"Bill Haas",2,"15",0.643307344214258,-0.0164189050582944,0,0.373111560844036,1
"Bill Haas",2,"16",-0.0895489734023935,0.386985681734597,0,-0.297436708332204,0
"Bill Haas",2,"17",-0.0322517866929579,0.679103477874253,0,0.353148308818705,1
"Bill Haas",2,"18",0.309228122489948,0,0,-0.309228122489948,0
"Bill Haas",3,"1",-0.581091067575047,-0.0993660503661626,0,-0.319542882058791,-1
"Bill Haas",3,"2",0.403603651393547,0,0,-0.403603651393547,0
"Bill Haas",3,"3",0.256090031011276,0.470255901151174,0,0.27365406783755,1
"Bill Haas",3,"4",0.0711826414542793,0.354060620686891,0,-0.42524326214117,0
"Bill Haas",3,"5",-0.0778554778025602,-0.176276295464244,-0.02809396594717,0.282225739213974,0
"Bill Haas",3,"6",0.49826775331702,0,0,-0.49826775331702,0
"Bill Haas",3,"7",0.163801750602014,0.152083151222584,0,0.684115098175402,1
"Bill Haas",3,"8",-0.283360766970776,-0.369218149218284,-0.0302309677699739,-0.317190116040967,-1
"Bill Haas",3,"9",0.652476930309267,0.133712616655918,-0.108199935791697,0.322010388826511,1
"Bill Haas",3,"10",0.339698563326055,0.432980649709155,0,0.227320786964791,1
"Bill Haas",3,"11",0.678115712955796,0,0,0.321884287044204,1
"Bill Haas",3,"12",0.0371517072223098,0.390291718934149,0,-0.427443426156459,0
"Bill Haas",3,"13",0.0202605254616492,0.114077801175977,0,-0.134338326637626,0
"Bill Haas",3,"14",0.101459729480276,0.328702249884676,0,-0.430161979364952,0
"Bill Haas",3,"15",0.791561749909778,-0.113754403047945,-0.0564487404445853,0.378641393582752,1
"Bill Haas",3,"16",0.118312217990049,-0.661103527510464,0,0.542791309520415,0
"Bill Haas",3,"17",-0.320919704594764,-0.141051930072866,0,-0.53802836533237,-1
"Bill Haas",3,"18",-1.33207522222763,0.567932658409073,0,-1.27549255938186,-2.03963512320042
"Bill Haas",4,"1",0.343007228577509,0.221930623957645,0,0.435062147464846,1
"Bill Haas",4,"2",0.510422936749665,0,0,-0.510422936749665,0
"Bill Haas",4,"3",-0.10018381800304,-0.543493897060469,0,-0.356322284936491,-1
"Bill Haas",4,"4",-0.238773337272576,0.0123949969679944,-0.313746784086192,0.540125124390774,0
"Bill Haas",4,"5",-0.131943068584302,0.30671682813192,0,-0.174773759547618,0
"Bill Haas",4,"6",0.460866746045594,0,0,0.539133253954406,1
"Bill Haas",4,"7",-0.0739056415607307,0.555074250955055,0,-0.481168609394324,0
"Bill Haas",4,"8",0.128546363155743,0.215865658856498,0,-0.344412022012242,0
"Bill Haas",4,"9",0.853174577187172,0.293352645773061,0,-0.146527222960233,1
"Bill Haas",4,"10",-0.0463567818233108,0.28068485342659,-0.567919330807211,0.333591259203932,0
"Bill Haas",4,"11",0.472309734882619,0,0,-0.472309734882619,0
"Bill Haas",4,"12",0.0749335185354774,0.329815629258227,0,-0.404749147793704,0
"Bill Haas",4,"13",0.198090490694708,0.425263027508694,0,0.376646481796598,1
"Bill Haas",4,"14",0.107028758392634,-0.0148371638245091,0,-0.0921915945681251,0
"Bill Haas",4,"15",0.610296075900072,0.0573940772751993,0,0.332309846824728,1
"Bill Haas",4,"16",-0.620243835182737,-0.0439552461964303,0,-0.335800918620833,-1
"Bill Haas",4,"17",0.0542072105952727,0.139662572619628,0,-0.193869783214901,0
"Bill Haas",4,"18",-0.58982773410111,-0.198556309645888,0,-0.211615956253003,-1
"Bo Van Pelt",1,"1",-0.381022164390953,-0.913217952887031,0,0.294240117277984,-1
"Bo Van Pelt",1,"2",0.198490964898926,0,0,-0.198490964898926,0
"Bo Van Pelt",1,"3",0.0828318146815379,0.286148724546372,0,-0.36898053922791,0
"Bo Van Pelt",1,"4",-0.0370674739881127,0.403905165755096,0,-0.366837691766984,0
"Bo Van Pelt",1,"5",-0.326905257611933,-0.621232102171003,-0.305574989721966,0.253712349504902,-1
"Bo Van Pelt",1,"6",-0.220465524787226,-0.405053995904353,0,-0.374480479308421,-1
"Bo Van Pelt",1,"7",0.00141877428587023,0.204375228326385,0,-0.205794002612255,0
"Bo Van Pelt",1,"8",0.217269831956652,0.199191552853407,0,0.583538615189941,1
"Bo Van Pelt",1,"9",0.394817897828182,0.196172948786727,-0.19577391861405,-0.395216928000859,0
"Bo Van Pelt",1,"10",-0.0551549963033771,-0.261505745417178,0,0.316660741720555,0
"Bo Van Pelt",1,"11",0.205326712014687,0,0,-0.205326712014687,0
"Bo Van Pelt",1,"12",0.263179200576903,0.0774792731858116,0,-0.340658473762714,0
"Bo Van Pelt",1,"13",-0.225362412486329,0.518993305975409,0,-0.293630893489081,0
"Bo Van Pelt",1,"14",0.133094775084941,-0.368217785768921,0,0.235123010683979,0
"Bo Van Pelt",1,"15",0.530397016875744,-0.387602964189461,0,-0.142794052686283,0
"Bo Van Pelt",1,"16",-0.164255005871139,0.400058816751168,0,-0.235803810880029,0
"Bo Van Pelt",1,"17",0.517650771225391,0.00675080903659531,0,0.475598419738013,1
"Bo Van Pelt",1,"18",0.364002720653508,0,0,-0.364002720653508,0
"Bo Van Pelt",2,"1",0.165608505066156,0.108873472363155,0,-0.274481977429311,0
"Bo Van Pelt",2,"2",0.10548428645798,0,0,-1.10548428645798,-1
"Bo Van Pelt",2,"3",0.207862710859721,0.281201118296162,0,-0.489063829155882,0
"Bo Van Pelt",2,"4",-0.121372059559088,-0.597440922206212,0,-0.2811870182347,-1
"Bo Van Pelt",2,"5",-0.293418553977236,0.829174731818918,0,-0.535756177841682,0
"Bo Van Pelt",2,"6",0.25161556937437,0,0,-0.25161556937437,0
"Bo Van Pelt",2,"7",-0.121815585149887,-0.154699995968642,0,0.27651558111853,0
"Bo Van Pelt",2,"8",-0.0664719308803869,-0.346832398532202,0,0.413304329412589,0
"Bo Van Pelt",2,"9",0.562851595403494,0.247271661377867,-0.340679396445682,0.530556139664321,1
"Bo Van Pelt",2,"10",0.0195228901710482,-0.302406806098618,0,0.28288391592757,0
"Bo Van Pelt",2,"11",0.170812228858949,0,0,-0.170812228858949,0
"Bo Van Pelt",2,"12",0.131527437443887,0.291817820668882,0,-0.423345258112768,0
"Bo Van Pelt",2,"13",0.0511169201371593,0.04365299963738,0,-0.0947699197745393,0
"Bo Van Pelt",2,"14",0.109656968733237,0.0388676652439497,0,-0.148524633977187,0
"Bo Van Pelt",2,"15",0.73454884437015,0.428030037264732,0,-0.162578881634882,1
"Bo Van Pelt",2,"16",-0.119216292052952,0.445957762143172,0,-0.32674147009022,0
"Bo Van Pelt",2,"17",0.0518914279485667,0.133203423156401,0,-0.185094851104967,0
"Bo Van Pelt",2,"18",0.327670115993749,0,0,-0.327670115993749,0
"Bo Van Pelt",3,"1",-0.0993178219286786,-0.0407177444410545,0,-0.859964433630267,-1
"Bo Van Pelt",3,"2",0.283491885138633,0,0,-0.283491885138633,0
"Bo Van Pelt",3,"3",0.378524196019466,0.250904438131862,0,0.370571365848672,1
"Bo Van Pelt",3,"4",0.337342366881737,0.285552155897234,0,0.377105477221029,1
"Bo Van Pelt",3,"5",-0.551254763032039,-0.211538549179818,0,-0.237206687788144,-1
"Bo Van Pelt",3,"6",0.0801871079645209,0,0,-0.0801871079645209,0
"Bo Van Pelt",3,"7",0.178862256108113,0.547821541464605,0,0.273316202427283,1
"Bo Van Pelt",3,"8",-0.119505241193467,0.234361143215705,-0.315362794142298,0.20050689212006,0
"Bo Van Pelt",3,"9",0.670350298410204,0.0402010376603799,0,0.289448663929416,1
"Bo Van Pelt",3,"10",-0.0733801676400696,0.392203041070503,0,-0.318822873430433,0
"Bo Van Pelt",3,"11",-0.281385926866872,0,-0.0690836191079764,0.350469545974848,0
"Bo Van Pelt",3,"12",0.382821229345338,0.158828996661861,0,0.458349773992801,1
"Bo Van Pelt",3,"13",-0.213304872592672,0.00318250084560301,0,0.210122371747069,0
"Bo Van Pelt",3,"14",0.256703450419193,-0.000775784698420656,0,-0.255927665720773,0
"Bo Van Pelt",3,"15",0.656208934655716,0.0918418509450025,0,0.251949214399281,1
"Bo Van Pelt",3,"16",-0.140019411295159,0.448795269969911,0,-0.308775858674752,0
"Bo Van Pelt",3,"17",-0.0995162547426407,0.467845516098422,0,-0.368329261355782,0
"Bo Van Pelt",3,"18",-0.154613794143244,-0.356394039741698,0,0.511007833884942,0
"Bo Van Pelt",4,"1",0.26388491691729,-0.0214724789248102,0,-0.24241243799248,0
"Bo Van Pelt",4,"2",0.30766039501534,0,0,-0.30766039501534,0
"Bo Van Pelt",4,"3",0.382953804085293,0.237542627486999,0,0.379503568427708,1
"Bo Van Pelt",4,"4",-0.206203013100116,-0.380990311538527,0,-0.412806675361358,-1
"Bo Van Pelt",4,"5",-0.191831476321606,0.355518469338824,0,-0.163686993017218,0
"Bo Van Pelt",4,"6",-1.51206507703175,0,0,0,-1.51206507703175
"Bo Van Pelt",4,"7",0.0240362620451675,0.405943504739759,0,-0.429979766784926,0
"Bo Van Pelt",4,"8",-0.168350039596071,0.191743760458129,-0.686760043824772,-0.336633677037287,-1
"Bo Van Pelt",4,"9",0.785762219978992,-0.101329664613805,-0.00675775207653606,0.322325196711349,1
"Bo Van Pelt",4,"10",-0.03074193096265,-0.355630415565248,0,0.386372346527898,0
"Bo Van Pelt",4,"11",0.11139664669781,0,0,-0.11139664669781,0
"Bo Van Pelt",4,"12",0.274804876068429,0.0981876226771525,0,-0.372992498745581,0
"Bo Van Pelt",4,"13",0.205111973215396,0.137373316239906,0,-0.342485289455302,0
"Bo Van Pelt",4,"14",0.305024220449062,0.15211721976318,0,0.542858559787758,1
"Bo Van Pelt",4,"15",0.807286908481971,0.0624231314019896,-0.159398111992342,0.289688072108381,1
"Bo Van Pelt",4,"16",-0.0338715413796429,-0.494649912321021,0,0.528521453700664,0
"Bo Van Pelt",4,"17",-0.0635815154140849,0.394701767487546,0,-0.331120252073462,0
"Bo Van Pelt",4,"18",0.447902808008301,0,0,-0.447902808008301,0
"Brandt Snedeker",1,"1",0.0404996529328243,0.214201845856472,0,-0.254701498789296,0
"Brandt Snedeker",1,"2",-0.380840405846871,0,-0.162114960773771,-0.457044633379358,-1
"Brandt Snedeker",1,"3",0.180691171339745,0.249223628807569,0,-0.429914800147314,0
"Brandt Snedeker",1,"4",-0.0066350749974422,-0.545249209403998,0,0.55188428440144,0
"Brandt Snedeker",1,"5",-0.218073403722485,0.432387581481124,0,-0.214314177758639,0
"Brandt Snedeker",1,"6",0.470108920195213,0,0,0.529891079804787,1
"Brandt Snedeker",1,"7",0.0672275063994787,0.324155409205161,0,-0.391382915604639,0
"Brandt Snedeker",1,"8",0.324868524579377,0.423925650763742,0,0.251205824656881,1
"Brandt Snedeker",1,"9",0.327505269070834,-0.00935773957974595,0,-0.318147529491088,0
"Brandt Snedeker",1,"10",-0.163486921093525,0.540901565004241,0,-0.377414643910716,0
"Brandt Snedeker",1,"11",0.484498123415022,0,0,-0.484498123415022,0
"Brandt Snedeker",1,"12",0.153618395342646,0.389625911674362,0,-0.543244307017007,0
"Brandt Snedeker",1,"13",-0.0778962392933051,0.153539768376648,0,-0.075643529083343,0
"Brandt Snedeker",1,"14",0.223204810975125,-0.00484521150485984,-0.44646316986064,0.228103570390375,0
"Brandt Snedeker",1,"15",0.791816275271194,-0.0812019686583354,-0.375421556348061,0.664807249735203,1
"Brandt Snedeker",1,"16",-0.171333801467501,-0.257705853083779,0,0.429039654551279,0
"Brandt Snedeker",1,"17",0.395843285557777,-0.00787088289282933,0,-0.387972402664947,0
"Brandt Snedeker",1,"18",0.37484840833157,0,0,-0.37484840833157,0
"Brandt Snedeker",2,"1",0.0300334654465146,0.396580429238083,0,-0.426613894684597,0
"Brandt Snedeker",2,"2",-0.0665674194684196,-0.265351393096511,0,0.331918812564931,0
"Brandt Snedeker",2,"3",0.266605590008018,0.345358430677421,0,0.388035979314561,1
"Brandt Snedeker",2,"4",-0.0529547354255744,0.310852561583228,0,-0.257897826157653,0
"Brandt Snedeker",2,"5",-0.207842733839494,-0.218816618540759,-0.285449001284335,-0.287891646335412,-1
"Brandt Snedeker",2,"6",0.459423795067231,0,0,-0.459423795067231,0
"Brandt Snedeker",2,"7",-0.459480586645351,-0.233162074583152,0,-0.307357338771497,-1
